Cust Key,Cust Name,Cust Address,Cust City,Cust State,Cust Zip Code,Cust County,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program,AGE_GROUP,CIVIL_STATUS,CUST_ADDRESS,CUST_AGE,CUST_CITY,CUST_COUNTY,CUST_GENDER,CUST_KEY,CUST_NAME,CUST_REGION,CUST_SINCE,CUST_STATE,CUST_TYPE,CUST_ZIP_CODE,BIRTHDAY_MONTH,BIRTHDAY_DAY,DOWNLOADED_APP,LOYALTY_TIER,LOYALTY_PROGRAM,Updated At,Updated By
1583,Gil Hepburn,758 Rivervalley Avenue,Buena Park,California,90620,"Orange County, California",West,2010-03-12 00:00:00,Individual,Male,48,36-55,Widowed,1,36-55,Widowed,758 Rivervalley Avenue,48.0,Buena Park,"Orange County, California",Male,1583.0,Gil Hepburn,West,2010-03-12,California,Individual,90620,10.0,28.0,0.0,at_risk,1,,
1585,Daron Kerr,498 Ensign Vale,Concord,North Carolina,28025,"Cabarrus County, North Carolina",South,2023-04-13 00:00:00,Individual,Male,26,18-35,Divorced,1,18-35,Divorced,498 Ensign Vale,26.0,Concord,"Cabarrus County, North Carolina",Male,1585.0,Daron Kerr,South,2023-04-13,North Carolina,Individual,28025,11.0,29.0,1.0,at_risk,1,,
1589,Julian Fisher,249 Andsell Lane,Stockton,California,95208,"San Joaquin County, California",West,2020-06-24 00:00:00,Individual,Male,41,36-55,Widowed,1,36-55,Widowed,249 Andsell Lane,41.0,Stockton,"San Joaquin County, California",Male,1589.0,Julian Fisher,West,2020-06-24,California,Individual,95208,6.0,21.0,0.0,at_risk,1,,
1591,Benny Gaynor,650 Chester Boulevard,El Paso,Texas,79910,"El Paso County, Texas",Southwest,2014-01-10 00:00:00,Individual,Male,35,18-35,Single,0,18-35,Single,650 Chester Boulevard,35.0,El Paso,"El Paso County, Texas",Male,1591.0,Benny Gaynor,Southwest,2014-01-10,Texas,Individual,79910,,,,,0,,
1592,John Tanner,103 Wager Grove,Menifee,California,92584,"Riverside County, California",West,2022-05-09 00:00:00,Individual,Male,33,18-35,Divorced,0,18-35,Divorced,103 Wager Grove,33.0,Menifee,"Riverside County, California",Male,1592.0,John Tanner,West,2022-05-09,California,Individual,92584,,,,,0,,
1594,Aleksandra Blackwall,601 Chamberlain Street,Green Bay,Wisconsin,54303,"Brown County, Wisconsin",Midwest,2024-05-11 00:00:00,Individual,Female,26,18-35,Married,0,18-35,Married,601 Chamberlain Street,26.0,Green Bay,"Brown County, Wisconsin",Female,1594.0,Aleksandra Blackwall,Midwest,2024-05-11,Wisconsin,Individual,54303,,,,,0,,
1595,Clint Quinnell,987 Wager Vale,Pittsburg,California,94565,"Contra Costa County, California",West,2011-01-24 00:00:00,Individual,Male,67,56+,Divorced,0,56+,Divorced,987 Wager Vale,67.0,Pittsburg,"Contra Costa County, California",Male,1595.0,Clint Quinnell,West,2011-01-24,California,Individual,94565,,,,,0,,
1597,Joseph Raven,813 Wager Vale,Mountain View,California,94035,"Contra Costa County, California",West,2014-12-15 00:00:00,Individual,Male,77,56+,Single,1,56+,Single,813 Wager Vale,77.0,Mountain View,"Contra Costa County, California",Male,1597.0,Joseph Raven,West,2014-12-15,California,Individual,94035,12.0,19.0,0.0,,1,,
1599,Greta Antcliff,843 Railroad Road,Cranston,Rhode Island,02910,"Providence County, Rhode Island",East,2009-05-15 00:00:00,Individual,Female,21,18-35,Married,1,18-35,Married,843 Railroad Road,21.0,Cranston,"Providence County, Rhode Island",Female,1599.0,Greta Antcliff,East,2009-05-15,Rhode Island,Individual,02910,3.0,28.0,1.0,platinum_member,1,,
1601,Domenic Plumb,282 Chantry Walk,Brockton,Massachusetts,02301,"Plymouth County, Massachusetts",East,2015-10-10 00:00:00,Individual,Male,27,18-35,Divorced,1,18-35,Divorced,282 Chantry Walk,27.0,Brockton,"Plymouth County, Massachusetts",Male,1601.0,Domenic Plumb,East,2015-10-10,Massachusetts,Individual,02301,8.0,5.0,1.0,platinum_member,1,,
1603,Gwen Gallacher,881 Durnford Alley,Quincy,Massachusetts,02169,"Norfolk County, Massachusetts",East,2010-10-20 00:00:00,Individual,Female,63,56+,Single,1,56+,Single,881 Durnford Alley,63.0,Quincy,"Norfolk County, Massachusetts",Female,1603.0,Gwen Gallacher,East,2010-10-20,Massachusetts,Individual,02169,2.0,18.0,0.0,platinum_member,1,,
1605,Samantha Raven,23 Adams Drive,Greeley,Colorado,80631,"Weld County, Colorado",Southwest,2007-11-04 00:00:00,Individual,Female,22,18-35,Married,1,18-35,Married,23 Adams Drive,22.0,Greeley,"Weld County, Colorado",Female,1605.0,Samantha Raven,Southwest,2007-11-04,Colorado,Individual,80631,3.0,9.0,0.0,,1,,
1606,George Kennedy,343 Wake Way,Ann Arbor,Michigan,48104,"Washtenaw County, Michigan",Midwest,2015-02-12 00:00:00,Individual,Male,28,18-35,Married,0,18-35,Married,343 Wake Way,28.0,Ann Arbor,"Washtenaw County, Michigan",Male,1606.0,George Kennedy,Midwest,2015-02-12,Michigan,Individual,48104,,,,,0,,
983,Julianna Mitchell,196 Ensign Boulevard,Troy,Michigan,48007,"Newaygo County, Michigan",Midwest,2009-08-09 00:00:00,Individual,Female,71,56+,Widowed,0,56+,Widowed,196 Ensign Boulevard,71.0,Troy,"Newaygo County, Michigan",Female,983.0,Julianna Mitchell,Midwest,2009-08-09,Michigan,Individual,48007,,,,,0,,
1565,Colleen Samuel,131 Belgrave Avenue,Dearborn,Michigan,48120,"Wayne County, Michigan",Midwest,2013-02-26 00:00:00,Individual,Female,72,56+,Divorced,0,56+,Divorced,131 Belgrave Avenue,72.0,Dearborn,"Wayne County, Michigan",Female,1565.0,Colleen Samuel,Midwest,2013-02-26,Michigan,Individual,48120,,,,,0,,
1610,Moira Rogers,469 Apollo Tunnel,Glendale,California,91205,"Los Angeles County, California",West,2020-11-18 00:00:00,Individual,Female,45,36-55,Married,1,36-55,Married,469 Apollo Tunnel,45.0,Glendale,"Los Angeles County, California",Female,1610.0,Moira Rogers,West,2020-11-18,California,Individual,91205,9.0,25.0,0.0,,1,,
1613,Jayden Nayler,697 Coborn Pass,Detroit,Michigan,48233,"Wayne County, Michigan",Midwest,2017-10-24 00:00:00,Individual,Male,45,36-55,Married,1,36-55,Married,697 Coborn Pass,45.0,Detroit,"Wayne County, Michigan",Male,1613.0,Jayden Nayler,Midwest,2017-10-24,Michigan,Individual,48233,4.0,10.0,0.0,at_risk,1,,
1615,Percy Baker,21 Blenkarne Avenue,San Francisco,California,94188,"San Francisco County, California",West,2007-03-10 00:00:00,Individual,Male,77,56+,Single,1,56+,Single,21 Blenkarne Avenue,77.0,San Francisco,"San Francisco County, California",Male,1615.0,Percy Baker,West,2007-03-10,California,Individual,94188,4.0,8.0,0.0,platinum_member,1,,
1618,Monica Robe,607 Collingwood Walk,Bloomington,Minnesota,55437,"Hennepin County, Minnesota",Midwest,2019-04-19 00:00:00,Individual,Female,53,36-55,Married,1,36-55,Married,607 Collingwood Walk,53.0,Bloomington,"Hennepin County, Minnesota",Female,1618.0,Monica Robe,Midwest,2019-04-19,Minnesota,Individual,55437,3.0,1.0,0.0,at_risk,1,,
1619,Logan Matthews,181 Andsell Rue,Concord,North Carolina,28025,"Cabarrus County, North Carolina",South,2022-04-03 00:00:00,Individual,Male,40,36-55,Widowed,0,36-55,Widowed,181 Andsell Rue,40.0,Concord,"Cabarrus County, North Carolina",Male,1619.0,Logan Matthews,South,2022-04-03,North Carolina,Individual,28025,,,,,0,,
1621,Fred Ryan,616 Calverley Avenue,Augusta,Georgia,30901,"Richmond County, Georgia",South,2020-12-25 00:00:00,Individual,Male,35,18-35,Married,0,18-35,Married,616 Calverley Avenue,35.0,Augusta,"Richmond County, Georgia",Male,1621.0,Fred Ryan,South,2020-12-25,Georgia,Individual,30901,,,,,0,,
1626,Russel Spencer,692 Balfe Drive,Kirkland,Washington,98033,"King County, Washington",West,2015-03-18 00:00:00,Individual,Male,52,36-55,Single,0,36-55,Single,692 Balfe Drive,52.0,Kirkland,"King County, Washington",Male,1626.0,Russel Spencer,West,2015-03-18,Washington,Individual,98033,,,,,0,,
1628,Chris Bloom,325 Tisbury Drive,Las Vegas,Nevada,89199,"Clark County, Nevada",West,2012-10-12 00:00:00,Individual,Male,37,36-55,Divorced,0,36-55,Divorced,325 Tisbury Drive,37.0,Las Vegas,"Clark County, Nevada",Male,1628.0,Chris Bloom,West,2012-10-12,Nevada,Individual,89199,,,,,0,,
1630,Tony Moreno,274 East Street,Carson,California,90745,"Los Angeles County, California",West,2014-04-04 00:00:00,Individual,Male,33,18-35,Married,0,18-35,Married,274 East Street,33.0,Carson,"Los Angeles County, California",Male,1630.0,Tony Moreno,West,2014-04-04,California,Individual,90745,,,,,0,,
1631,Margaret Thomas,686 Blackheath Vale,Fall River,Massachusetts,02720,"Bristol County, Massachusetts",East,2017-03-02 00:00:00,Individual,Female,40,36-55,Single,1,36-55,Single,686 Blackheath Vale,40.0,Fall River,"Bristol County, Massachusetts",Female,1631.0,Margaret Thomas,East,2017-03-02,Massachusetts,Individual,02720,2.0,7.0,1.0,at_risk,1,,
1633,Johnny Rogan,732 Rail Drive,Sacramento,California,95813,"Sacramento County, California",West,2025-09-13 00:00:00,Individual,Male,34,18-35,Single,1,18-35,Single,732 Rail Drive,34.0,Sacramento,"Sacramento County, California",Male,1633.0,Johnny Rogan,West,2025-09-13,California,Individual,95813,9.0,15.0,1.0,platinum_member,1,,
1634,Nate Fulton,469 Clissold Hill,Centennial,Colorado,80122,"Arapahoe County, Colorado",Southwest,2018-01-07 00:00:00,Individual,Male,41,36-55,Married,0,36-55,Married,469 Clissold Hill,41.0,Centennial,"Arapahoe County, Colorado",Male,1634.0,Nate Fulton,Southwest,2018-01-07,Colorado,Individual,80122,,,,,0,,
1635,Hayden Lewis,163 Beechen Lane,Garland,Texas,75040,"Collin County, Texas",Southwest,2014-06-07 00:00:00,Individual,Male,42,36-55,Widowed,0,36-55,Widowed,163 Beechen Lane,42.0,Garland,"Collin County, Texas",Male,1635.0,Hayden Lewis,Southwest,2014-06-07,Texas,Individual,75040,,,,,0,,
1636,Barry Bell,29 Edwin Way,San Francisco,California,94188,"San Francisco County, California",West,2011-01-24 00:00:00,Individual,Male,26,18-35,Single,0,18-35,Single,29 Edwin Way,26.0,San Francisco,"San Francisco County, California",Male,1636.0,Barry Bell,West,2011-01-24,California,Individual,94188,,,,,0,,
1637,Brad Olivier,445 Elf Road,Columbus,Ohio,43216,"Delaware County, Ohio",Midwest,2012-11-15 00:00:00,Individual,Male,52,36-55,Married,1,36-55,Married,445 Elf Road,52.0,Columbus,"Delaware County, Ohio",Male,1637.0,Brad Olivier,Midwest,2012-11-15,Ohio,Individual,43216,10.0,12.0,0.0,,1,,
1639,Juliette Eddison,850 Collingwood Street,Montgomery,Alabama,36119,"Montgomery County, Alabama",South,2017-12-26 00:00:00,Individual,Female,47,36-55,Widowed,1,36-55,Widowed,850 Collingwood Street,47.0,Montgomery,"Montgomery County, Alabama",Female,1639.0,Juliette Eddison,South,2017-12-26,Alabama,Individual,36119,8.0,6.0,0.0,platinum_member,1,,
1641,Ally Tate,899 Underwood Rue,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2008-06-27 00:00:00,Individual,Female,73,56+,Divorced,1,56+,Divorced,899 Underwood Rue,73.0,Tempe,"Maricopa County, Arizona",Female,1641.0,Ally Tate,Southwest,2008-06-27,Arizona,Individual,85282,1.0,21.0,0.0,,1,,
1642,Enoch Eaton,139 Magnolia Road,Birmingham,Alabama,35203,"Jefferson County, Alabama",South,2007-02-16 00:00:00,Individual,Male,21,18-35,Single,0,18-35,Single,139 Magnolia Road,21.0,Birmingham,"Jefferson County, Alabama",Male,1642.0,Enoch Eaton,South,2007-02-16,Alabama,Individual,35203,,,,,0,,
1643,Danielle Lucas,550 Anns Avenue,Palmdale,California,93550,"Los Angeles County, California",West,2008-08-22 00:00:00,Individual,Female,48,36-55,Married,0,36-55,Married,550 Anns Avenue,48.0,Palmdale,"Los Angeles County, California",Female,1643.0,Danielle Lucas,West,2008-08-22,California,Individual,93550,,,,,0,,
1647,Maxwell Bell,249 Balham Pass,Springfield,Massachusetts,01101,"Hampden County, Massachusetts",East,2006-01-11 00:00:00,Individual,Male,62,56+,Divorced,1,56+,Divorced,249 Balham Pass,62.0,Springfield,"Hampden County, Massachusetts",Male,1647.0,Maxwell Bell,East,2006-01-11,Massachusetts,Individual,01101,12.0,23.0,0.0,platinum_member,1,,
1649,Caydence Haines,198 Bayberry Way,Milwaukee,Wisconsin,53203,"Milwaukee County, Wisconsin",Midwest,2022-06-12 00:00:00,Individual,Female,41,36-55,Divorced,0,36-55,Divorced,198 Bayberry Way,41.0,Milwaukee,"Milwaukee County, Wisconsin",Female,1649.0,Caydence Haines,Midwest,2022-06-12,Wisconsin,Individual,53203,,,,,0,,
1655,Alessandra Stanton,193 Boldero Alley,Lake Forest,California,92630,"Orange County, California",West,2018-05-04 00:00:00,Individual,Female,48,36-55,Divorced,0,36-55,Divorced,193 Boldero Alley,48.0,Lake Forest,"Orange County, California",Female,1655.0,Alessandra Stanton,West,2018-05-04,California,Individual,92630,,,,,0,,
1657,Chad Davies,229 Cadogan Alley,Deerfield Beach,Florida,33441,"Broward County, Florida",South,2014-01-30 00:00:00,Individual,Male,86,56+,Single,0,56+,Single,229 Cadogan Alley,86.0,Deerfield Beach,"Broward County, Florida",Male,1657.0,Chad Davies,South,2014-01-30,Florida,Individual,33441,,,,,0,,
1660,Carol Stone,967 Adderley Lane,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2024-03-07 00:00:00,Individual,Female,44,36-55,Married,0,36-55,Married,967 Adderley Lane,44.0,Wichita,"Sedgwick County, Kansas",Female,1660.0,Carol Stone,Midwest,2024-03-07,Kansas,Individual,67276,,,,,0,,
1661,Johnathan Clark,417 Besson Drive,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2021-01-02 00:00:00,Individual,Male,88,56+,Single,0,56+,Single,417 Besson Drive,88.0,Tempe,"Maricopa County, Arizona",Male,1661.0,Johnathan Clark,Southwest,2021-01-02,Arizona,Individual,85282,,,,,0,,
1663,Kimberly Forth,974 Sheffield Road,Kennewick,Washington,99336,"Benton County, Washington",West,2017-05-26 00:00:00,Individual,Female,33,18-35,Divorced,0,18-35,Divorced,974 Sheffield Road,33.0,Kennewick,"Benton County, Washington",Female,1663.0,Kimberly Forth,West,2017-05-26,Washington,Individual,99336,,,,,0,,
1586,Julianna Russell,453 Castle Alley,Decatur,Illinois,62521,"Macon County, Illinois",Midwest,2012-06-08 00:00:00,Individual,Female,55,36-55,Married,0,36-55,Married,453 Castle Alley,55.0,Decatur,"Macon County, Illinois",Female,1586.0,Julianna Russell,Midwest,2012-06-08,Illinois,Individual,62521,,,,,0,,
1667,Priscilla Anderson,939 Westcott Route,Gastonia,North Carolina,28052,"Gaston County, North Carolina",South,2012-09-11 00:00:00,Individual,Female,56,56+,Widowed,0,56+,Widowed,939 Westcott Route,56.0,Gastonia,"Gaston County, North Carolina",Female,1667.0,Priscilla Anderson,South,2012-09-11,North Carolina,Individual,28052,,,,,0,,
1669,Felicity Truscott,593 Colombo Crossroad,Green Bay,Wisconsin,54303,"Brown County, Wisconsin",Midwest,2014-03-21 00:00:00,Individual,Female,37,36-55,Widowed,1,36-55,Widowed,593 Colombo Crossroad,37.0,Green Bay,"Brown County, Wisconsin",Female,1669.0,Felicity Truscott,Midwest,2014-03-21,Wisconsin,Individual,54303,1.0,3.0,0.0,at_risk,1,,
1670,Christine Gunn,403 Sheffield Rue,Eagan,Minnesota,55122,"Dakota County, Minnesota",Midwest,2014-09-12 00:00:00,Individual,Female,24,18-35,Single,0,18-35,Single,403 Sheffield Rue,24.0,Eagan,"Dakota County, Minnesota",Female,1670.0,Christine Gunn,Midwest,2014-09-12,Minnesota,Individual,55122,,,,,0,,
1672,Deborah Johnson,950 Yoakley Way,Mission,Texas,78572,"Hidalgo County, Texas",Southwest,2013-10-12 00:00:00,Individual,Female,51,36-55,Married,0,36-55,Married,950 Yoakley Way,51.0,Mission,"Hidalgo County, Texas",Female,1672.0,Deborah Johnson,Southwest,2013-10-12,Texas,Individual,78572,,,,,0,,
1673,Courtney Richards,472 Cam Crossroad,O'Fallon,Missouri,63366,"St. Charles County, Missouri",Midwest,2021-10-11 00:00:00,Individual,Female,34,18-35,Single,1,18-35,Single,472 Cam Crossroad,34.0,O'Fallon,"St. Charles County, Missouri",Female,1673.0,Courtney Richards,Midwest,2021-10-11,Missouri,Individual,63366,11.0,5.0,1.0,,1,,
1675,Johnny Bradley,702 Paris Hill,Rio Rancho,New Mexico,87124,"Bernalillo County, New Mexico",Southwest,2006-10-24 00:00:00,Individual,Male,50,36-55,Married,1,36-55,Married,702 Paris Hill,50.0,Rio Rancho,"Bernalillo County, New Mexico",Male,1675.0,Johnny Bradley,Southwest,2006-10-24,New Mexico,Individual,87124,9.0,24.0,0.0,platinum_member,1,,
1679,Willow Walton,506 Duthie Lane,Austin,Texas,78710,"Travis County, Texas",Southwest,2013-11-25 00:00:00,Individual,Female,27,18-35,Single,0,18-35,Single,506 Duthie Lane,27.0,Austin,"Travis County, Texas",Female,1679.0,Willow Walton,Southwest,2013-11-25,Texas,Individual,78710,,,,,0,,
1681,Ronald Bryant,113 Biggerstaff Drive,Huntsville,Alabama,35813,"Limestone County, Alabama",South,2024-09-16 00:00:00,Individual,Male,51,36-55,Married,1,36-55,Married,113 Biggerstaff Drive,51.0,Huntsville,"Limestone County, Alabama",Male,1681.0,Ronald Bryant,South,2024-09-16,Alabama,Individual,35813,8.0,4.0,1.0,platinum_member,1,,
987,Vicky Gilbert,938 Balfe Rue,Waukesha,Wisconsin,53186,"Waukesha County, Wisconsin",Midwest,2017-01-11 00:00:00,Individual,Female,56,56+,Divorced,1,56+,Divorced,938 Balfe Rue,56.0,Waukesha,"Waukesha County, Wisconsin",Female,987.0,Vicky Gilbert,Midwest,2017-01-11,Wisconsin,Individual,53186,7.0,26.0,0.0,,1,,
1055,Anthony Ripley,335 Canning Boulevard,Southfield,Michigan,48034,"Oakland County, Michigan",Midwest,2016-08-31 00:00:00,Individual,Male,58,56+,Widowed,1,56+,Widowed,335 Canning Boulevard,58.0,Southfield,"Oakland County, Michigan",Male,1055.0,Anthony Ripley,Midwest,2016-08-31,Michigan,Individual,48034,8.0,11.0,0.0,at_risk,1,,
1239,Emerald Reid,474 Cobden Rue,O'Fallon,Missouri,63366,"St. Charles County, Missouri",Midwest,2021-08-01 00:00:00,Individual,Female,58,56+,Divorced,1,56+,Divorced,474 Cobden Rue,58.0,O'Fallon,"St. Charles County, Missouri",Female,1239.0,Emerald Reid,Midwest,2021-08-01,Missouri,Individual,63366,10.0,22.0,1.0,,1,,
1531,Gabriel Evans,637 Victoria Route,Naperville,Illinois,60540,"DuPage County, Illinois",Midwest,2017-11-01 00:00:00,Individual,Male,65,56+,Single,0,56+,Single,637 Victoria Route,65.0,Naperville,"DuPage County, Illinois",Male,1531.0,Gabriel Evans,Midwest,2017-11-01,Illinois,Individual,60540,,,,,0,,
1111,Crystal Reynolds,439 Battersea Road,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2021-04-22 00:00:00,Individual,Female,67,56+,Single,0,56+,Single,439 Battersea Road,67.0,Omaha,"Douglas County, Nebraska",Female,1111.0,Crystal Reynolds,Midwest,2021-04-22,Nebraska,Individual,68108,,,,,0,,
1201,Noemi Dwyer,47 Wakley Road,St. Paul,Minnesota,55109,"Ramsey County, Minnesota",Midwest,2017-02-22 00:00:00,Individual,Female,66,56+,Divorced,0,56+,Divorced,47 Wakley Road,66.0,St. Paul,"Ramsey County, Minnesota",Female,1201.0,Noemi Dwyer,Midwest,2017-02-22,Minnesota,Individual,55109,,,,,0,,
1271,Anais Lane,43 Bloomsbury Pass,Eagan,Minnesota,55122,"Dakota County, Minnesota",Midwest,2021-01-20 00:00:00,Individual,Female,66,56+,Single,0,56+,Single,43 Bloomsbury Pass,66.0,Eagan,"Dakota County, Minnesota",Female,1271.0,Anais Lane,Midwest,2021-01-20,Minnesota,Individual,55122,,,,,0,,
1607,Anais Parker,962 Boldero Hill,Cincinnati,Ohio,45225,"Hamilton County, Ohio",Midwest,2024-07-14 00:00:00,Individual,Female,67,56+,Married,0,56+,Married,962 Boldero Hill,67.0,Cincinnati,"Hamilton County, Ohio",Female,1607.0,Anais Parker,Midwest,2024-07-14,Ohio,Individual,45225,,,,,0,,
897,Summer Reid,646 Balham Crossroad,Bolingbrook,Illinois,60440,"DuPage County, Illinois",Midwest,2019-03-18 00:00:00,Individual,Female,56,56+,Single,1,56+,Single,646 Balham Crossroad,56.0,Bolingbrook,"DuPage County, Illinois",Female,897.0,Summer Reid,Midwest,2019-03-18,Illinois,Individual,60440,8.0,22.0,0.0,at_risk,1,,
1051,Kieth Salt,471 Cable Drive,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2009-03-02 00:00:00,Individual,Male,58,56+,Married,1,56+,Married,471 Cable Drive,58.0,Omaha,"Douglas County, Nebraska",Male,1051.0,Kieth Salt,Midwest,2009-03-02,Nebraska,Individual,68108,9.0,4.0,0.0,at_risk,1,,
1203,Chris Palmer,118 Bloomsbury Road,Southfield,Michigan,48034,"Oakland County, Michigan",Midwest,2014-05-21 00:00:00,Individual,Male,59,56+,Divorced,1,56+,Divorced,118 Bloomsbury Road,59.0,Southfield,"Oakland County, Michigan",Male,1203.0,Chris Palmer,Midwest,2014-05-21,Michigan,Individual,48034,11.0,15.0,0.0,,1,,
1297,Quinn Patel,778 Caldwell Crossroad,Troy,Michigan,48007,"Newaygo County, Michigan",Midwest,2023-11-09 00:00:00,Individual,Female,57,56+,Widowed,1,56+,Widowed,778 Caldwell Crossroad,57.0,Troy,"Newaygo County, Michigan",Female,1297.0,Quinn Patel,Midwest,2023-11-09,Michigan,Individual,48007,8.0,28.0,0.0,at_risk,1,,
1391,Jennifer Durrant,818 Abbots Route,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2015-08-30 00:00:00,Individual,Female,57,56+,Widowed,1,56+,Widowed,818 Abbots Route,57.0,Omaha,"Douglas County, Nebraska",Female,1391.0,Jennifer Durrant,Midwest,2015-08-30,Nebraska,Individual,68108,4.0,10.0,0.0,at_risk,1,,
989,Doug Umney,307 Cavell Grove,Wichita,Kansas,67276,"Sedgwick County, Kansas",Midwest,2006-04-07 00:00:00,Individual,Male,61,56+,Single,0,56+,Single,307 Cavell Grove,61.0,Wichita,"Sedgwick County, Kansas",Male,989.0,Doug Umney,Midwest,2006-04-07,Kansas,Individual,67276,,,,,0,,
1115,Rosie Thomson,834 Bolton Walk,Cincinnati,Ohio,45225,"Hamilton County, Ohio",Midwest,2016-08-17 00:00:00,Individual,Female,62,56+,Single,0,56+,Single,834 Bolton Walk,62.0,Cincinnati,"Hamilton County, Ohio",Female,1115.0,Rosie Thomson,Midwest,2016-08-17,Ohio,Individual,45225,,,,,0,,
1241,Marvin Stewart,439 Colombo Drive,Appleton,Wisconsin,54911,"Calumet County, Wisconsin",Midwest,2017-10-25 00:00:00,Individual,Male,64,56+,Married,0,56+,Married,439 Colombo Drive,64.0,Appleton,"Calumet County, Wisconsin",Male,1241.0,Marvin Stewart,Midwest,2017-10-25,Wisconsin,Individual,54911,,,,,0,,
